,appointments,occupied_beds,capacity_beds,occupancy_rate,on_shift,hour,dow,month,is_weekend,appt_lag_1,occ_lag_1,appt_lag_2,occ_lag_2,appt_lag_3,occ_lag_3,appt_lag_6,occ_lag_6,appt_lag_12,occ_lag_12,appt_lag_24,occ_lag_24,appt_rolling_6,occ_rolling_6,y_inflow_next,y_occ_next,y_surge_next
2021-03-01 16:00:00+00:00,0,76,1000,0.076,1628.0,16,0,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.076,0.0,0.076,0
2021-03-01 17:00:00+00:00,0,76,1000,0.076,1630.0,17,0,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.076,0.0,0.076,0
2021-03-01 18:00:00+00:00,0,76,1000,0.076,1630.0,18,0,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.076,0.0,0.076,0
2021-03-01 19:00:00+00:00,0,76,1000,0.076,1629.0,19,0,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.076,0.0,0.076,0
2021-03-01 20:00:00+00:00,0,76,1000,0.076,1630.0,20,0,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.076,0.0,0.076,0
2021-03-01 21:00:00+00:00,0,76,1000,0.076,1630.0,21,0,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.076,0.0,0.076,0
2021-03-01 22:00:00+00:00,0,76,1000,0.076,1630.0,22,0,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.076,0.0,0.076,0
2021-03-01 23:00:00+00:00,0,76,1000,0.076,1630.0,23,0,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.076,14.0,0.076,0
2021-03-02 00:00:00+00:00,14,76,1000,0.076,1629.0,0,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,20.0,0.076,2.3333333333333335,0.076,0.0,0.076,0
2021-03-02 01:00:00+00:00,0,76,1000,0.076,1630.0,1,1,3,0,14.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.076,0.0,0.076,0
2021-03-02 02:00:00+00:00,0,76,1000,0.076,1631.0,2,1,3,0,0.0,0.076,14.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.076,0.0,0.076,0
2021-03-02 03:00:00+00:00,0,76,1000,0.076,1631.0,3,1,3,0,0.0,0.076,0.0,0.076,14.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.076,0.0,0.076,0
2021-03-02 04:00:00+00:00,0,76,1000,0.076,1631.0,4,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.076,0.0,0.076,0
2021-03-02 05:00:00+00:00,0,76,1000,0.076,1631.0,5,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.076,0.0,0.076,0
2021-03-02 06:00:00+00:00,0,76,1000,0.076,1630.0,6,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,14.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 07:00:00+00:00,0,76,1000,0.076,1630.0,7,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 08:00:00+00:00,0,76,1000,0.076,1629.0,8,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 09:00:00+00:00,0,76,1000,0.076,1629.0,9,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 10:00:00+00:00,0,76,1000,0.076,1628.0,10,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 11:00:00+00:00,0,76,1000,0.076,1628.0,11,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 12:00:00+00:00,0,76,1000,0.076,1627.0,12,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,14.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 13:00:00+00:00,0,76,1000,0.076,1628.0,13,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 14:00:00+00:00,0,76,1000,0.076,1628.0,14,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 15:00:00+00:00,0,76,1000,0.076,1628.0,15,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 16:00:00+00:00,0,76,1000,0.076,1628.0,16,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 17:00:00+00:00,0,76,1000,0.076,1628.0,17,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 18:00:00+00:00,0,76,1000,0.076,1628.0,18,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 19:00:00+00:00,0,76,1000,0.076,1628.0,19,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 20:00:00+00:00,0,76,1000,0.076,1628.0,20,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 21:00:00+00:00,0,76,1000,0.076,1628.0,21,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 22:00:00+00:00,0,76,1000,0.076,1628.0,22,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0
2021-03-02 23:00:00+00:00,0,76,1000,0.076,1628.0,23,1,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,16.0,0.073,0
2021-03-03 00:00:00+00:00,16,73,1000,0.073,1628.0,0,2,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,14.0,0.076,2.6666666666666665,0.0755,0.0,0.073,0
2021-03-03 01:00:00+00:00,0,73,1000,0.073,1628.0,1,2,3,0,16.0,0.073,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.6666666666666665,0.075,0.0,0.073,0
2021-03-03 02:00:00+00:00,0,73,1000,0.073,1627.0,2,2,3,0,0.0,0.073,16.0,0.073,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.6666666666666665,0.0745,0.0,0.073,0
2021-03-03 03:00:00+00:00,0,73,1000,0.073,1627.0,3,2,3,0,0.0,0.073,0.0,0.073,16.0,0.073,0.0,0.076,0.0,0.076,0.0,0.076,2.6666666666666665,0.074,0.0,0.073,0
2021-03-03 04:00:00+00:00,0,73,1000,0.073,1627.0,4,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.076,2.6666666666666665,0.0735,0.0,0.073,0
2021-03-03 05:00:00+00:00,0,73,1000,0.073,1625.0,5,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.076,2.6666666666666665,0.073,0.0,0.073,0
2021-03-03 06:00:00+00:00,0,73,1000,0.073,1625.0,6,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,16.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 07:00:00+00:00,0,73,1000,0.073,1625.0,7,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 08:00:00+00:00,0,73,1000,0.073,1624.0,8,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 09:00:00+00:00,0,73,1000,0.073,1624.0,9,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 10:00:00+00:00,0,73,1000,0.073,1624.0,10,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 11:00:00+00:00,0,73,1000,0.073,1624.0,11,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 12:00:00+00:00,0,73,1000,0.073,1624.0,12,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,16.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 13:00:00+00:00,0,73,1000,0.073,1625.0,13,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 14:00:00+00:00,0,73,1000,0.073,1624.0,14,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 15:00:00+00:00,0,73,1000,0.073,1624.0,15,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 16:00:00+00:00,0,73,1000,0.073,1624.0,16,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 17:00:00+00:00,0,73,1000,0.073,1624.0,17,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 18:00:00+00:00,0,73,1000,0.073,1624.0,18,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 19:00:00+00:00,0,73,1000,0.073,1624.0,19,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 20:00:00+00:00,0,73,1000,0.073,1625.0,20,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 21:00:00+00:00,0,73,1000,0.073,1626.0,21,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 22:00:00+00:00,0,73,1000,0.073,1626.0,22,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-03 23:00:00+00:00,0,73,1000,0.073,1626.0,23,2,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,11.0,0.075,0
2021-03-04 00:00:00+00:00,11,75,1000,0.075,1626.0,0,3,3,0,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,16.0,0.073,1.8333333333333333,0.07333333333333332,0.0,0.075,0
2021-03-04 01:00:00+00:00,0,75,1000,0.075,1626.0,1,3,3,0,11.0,0.075,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,1.8333333333333333,0.07366666666666667,0.0,0.075,0
2021-03-04 02:00:00+00:00,0,75,1000,0.075,1626.0,2,3,3,0,0.0,0.075,11.0,0.075,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,1.8333333333333333,0.074,0.0,0.075,0
2021-03-04 03:00:00+00:00,0,75,1000,0.075,1625.0,3,3,3,0,0.0,0.075,0.0,0.075,11.0,0.075,0.0,0.073,0.0,0.073,0.0,0.073,1.8333333333333333,0.07433333333333332,0.0,0.075,0
2021-03-04 04:00:00+00:00,0,75,1000,0.075,1625.0,4,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.073,0.0,0.073,1.8333333333333333,0.07466666666666666,0.0,0.075,0
2021-03-04 05:00:00+00:00,0,75,1000,0.075,1625.0,5,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.073,0.0,0.073,1.8333333333333333,0.075,0.0,0.075,0
2021-03-04 06:00:00+00:00,0,75,1000,0.075,1625.0,6,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,11.0,0.075,0.0,0.073,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 07:00:00+00:00,0,75,1000,0.075,1625.0,7,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 08:00:00+00:00,0,75,1000,0.075,1626.0,8,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 09:00:00+00:00,0,75,1000,0.075,1626.0,9,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 10:00:00+00:00,0,75,1000,0.075,1626.0,10,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 11:00:00+00:00,0,75,1000,0.075,1625.0,11,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 12:00:00+00:00,0,75,1000,0.075,1624.0,12,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,11.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 13:00:00+00:00,0,75,1000,0.075,1623.0,13,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 14:00:00+00:00,0,75,1000,0.075,1624.0,14,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 15:00:00+00:00,0,75,1000,0.075,1624.0,15,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 16:00:00+00:00,0,75,1000,0.075,1623.0,16,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 17:00:00+00:00,0,75,1000,0.075,1623.0,17,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 18:00:00+00:00,0,75,1000,0.075,1623.0,18,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 19:00:00+00:00,0,75,1000,0.075,1624.0,19,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 20:00:00+00:00,0,75,1000,0.075,1625.0,20,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 21:00:00+00:00,0,75,1000,0.075,1625.0,21,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 22:00:00+00:00,0,75,1000,0.075,1625.0,22,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,0.0,0.075,0
2021-03-04 23:00:00+00:00,0,75,1000,0.075,1625.0,23,3,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.073,0.0,0.075,17.0,0.076,0
2021-03-05 00:00:00+00:00,17,76,1000,0.076,1625.0,0,4,3,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,11.0,0.075,2.8333333333333335,0.07516666666666666,0.0,0.076,0
2021-03-05 01:00:00+00:00,0,76,1000,0.076,1625.0,1,4,3,0,17.0,0.076,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,2.8333333333333335,0.07533333333333334,0.0,0.076,0
2021-03-05 02:00:00+00:00,0,76,1000,0.076,1625.0,2,4,3,0,0.0,0.076,17.0,0.076,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,2.8333333333333335,0.0755,0.0,0.076,0
2021-03-05 03:00:00+00:00,0,76,1000,0.076,1625.0,3,4,3,0,0.0,0.076,0.0,0.076,17.0,0.076,0.0,0.075,0.0,0.075,0.0,0.075,2.8333333333333335,0.07566666666666666,0.0,0.076,0
2021-03-05 04:00:00+00:00,0,76,1000,0.076,1624.0,4,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0.0,0.075,2.8333333333333335,0.07583333333333332,0.0,0.076,0
2021-03-05 05:00:00+00:00,0,76,1000,0.076,1624.0,5,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0.0,0.075,2.8333333333333335,0.076,0.0,0.076,0
2021-03-05 06:00:00+00:00,0,76,1000,0.076,1624.0,6,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,17.0,0.076,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 07:00:00+00:00,0,76,1000,0.076,1623.0,7,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 08:00:00+00:00,0,76,1000,0.076,1623.0,8,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 09:00:00+00:00,0,76,1000,0.076,1625.0,9,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 10:00:00+00:00,0,76,1000,0.076,1625.0,10,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 11:00:00+00:00,0,76,1000,0.076,1626.0,11,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 12:00:00+00:00,0,76,1000,0.076,1626.0,12,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,17.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 13:00:00+00:00,0,76,1000,0.076,1625.0,13,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 14:00:00+00:00,0,76,1000,0.076,1626.0,14,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 15:00:00+00:00,0,76,1000,0.076,1625.0,15,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 16:00:00+00:00,0,76,1000,0.076,1625.0,16,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 17:00:00+00:00,0,76,1000,0.076,1625.0,17,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 18:00:00+00:00,0,76,1000,0.076,1625.0,18,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 19:00:00+00:00,0,76,1000,0.076,1625.0,19,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 20:00:00+00:00,0,76,1000,0.076,1625.0,20,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 21:00:00+00:00,0,76,1000,0.076,1625.0,21,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 22:00:00+00:00,0,76,1000,0.076,1625.0,22,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,0.0,0.076,0
2021-03-05 23:00:00+00:00,0,76,1000,0.076,1625.0,23,4,3,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.076,14.0,0.073,0
2021-03-06 00:00:00+00:00,14,73,1000,0.073,1625.0,0,5,3,1,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,17.0,0.076,2.3333333333333335,0.0755,0.0,0.073,0
2021-03-06 01:00:00+00:00,0,73,1000,0.073,1624.0,1,5,3,1,14.0,0.073,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.075,0.0,0.073,0
2021-03-06 02:00:00+00:00,0,73,1000,0.073,1623.0,2,5,3,1,0.0,0.073,14.0,0.073,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.0745,0.0,0.073,0
2021-03-06 03:00:00+00:00,0,73,1000,0.073,1622.0,3,5,3,1,0.0,0.073,0.0,0.073,14.0,0.073,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.074,0.0,0.073,0
2021-03-06 04:00:00+00:00,0,73,1000,0.073,1621.0,4,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.0735,0.0,0.073,0
2021-03-06 05:00:00+00:00,0,73,1000,0.073,1621.0,5,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.073,0.0,0.073,0
2021-03-06 06:00:00+00:00,0,73,1000,0.073,1621.0,6,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,14.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 07:00:00+00:00,0,73,1000,0.073,1621.0,7,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 08:00:00+00:00,0,73,1000,0.073,1621.0,8,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 09:00:00+00:00,0,73,1000,0.073,1620.0,9,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 10:00:00+00:00,0,73,1000,0.073,1620.0,10,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 11:00:00+00:00,0,73,1000,0.073,1619.0,11,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 12:00:00+00:00,0,73,1000,0.073,1619.0,12,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,14.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 13:00:00+00:00,0,73,1000,0.073,1619.0,13,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 14:00:00+00:00,0,73,1000,0.073,1618.0,14,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 15:00:00+00:00,0,73,1000,0.073,1618.0,15,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 16:00:00+00:00,0,73,1000,0.073,1618.0,16,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 17:00:00+00:00,0,73,1000,0.073,1618.0,17,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 18:00:00+00:00,0,73,1000,0.073,1617.0,18,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 19:00:00+00:00,0,73,1000,0.073,1618.0,19,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 20:00:00+00:00,0,73,1000,0.073,1618.0,20,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 21:00:00+00:00,0,73,1000,0.073,1618.0,21,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
2021-03-06 22:00:00+00:00,0,73,1000,0.073,1618.0,22,5,3,1,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.073,0.0,0.076,0.0,0.073,0.0,0.073,0
